baseMean,log2FoldChange,lfcSE,pvalue,padj,gene,regulation,log2FC_plot,negLog10Padj,gene_biotype
680.8977538,1.306841452,0.159687667,9.59E-17,2.89E-16,PLA2G7,Up,1.306841452,15.53886472,protein_coding
2427.152947,-1.825066016,0.123134323,1.30E-50,1.48E-49,PLA2R1,Down,-1.825066016,48.82957486,protein_coding
2998.677675,0.619956221,0.071048322,2.25E-18,7.33E-18,PLAA,NS,0.619956221,17.13482139,protein_coding
243.4793604,2.243547881,0.14842195,1.44E-52,1.74E-51,PLAAT1,Up,2.243547881,50.75844527,protein_coding
85.845743,0.189479144,0.232417978,0.511274032,0.544477371,PLAAT2,NS,0.189479144,0.264020166,protein_coding
7837.197316,-2.295556366,0.171116564,7.19E-42,5.97E-41,PLAAT3,Down,-2.295556366,40.22400403,protein_coding
3349.998382,0.445223596,0.173410522,0.008026878,0.01067132,PLAAT4,NS,0.445223596,1.971781848,protein_coding
1746.519901,-3.316570011,0.232033984,2.44E-47,2.49E-46,PLAAT5,Down,-3.316570011,45.60433213,protein_coding
22.0902548,3.608140755,0.261607168,2.53E-44,2.30E-43,PLAC1,Up,3.608140755,42.63814154,protein_coding
198.9114602,1.241816442,0.168741523,7.66E-14,2.00E-13,PLAC8,Up,1.241816442,12.69880759,protein_coding
17.60638767,0.081136301,0.129040299,0.525060702,0.557907063,PLAC8L1,NS,0.081136301,0.253438141,protein_coding
1344.1351,-3.249763458,0.205694764,2.99E-57,4.29E-56,PLAC9,Down,-3.249763458,55.36765018,protein_coding
204.1297113,0.790486298,0.181137066,8.66E-06,1.45E-05,PLAG1,NS,0.790486298,4.839426386,protein_coding
2127.902091,-0.515029487,0.124172116,2.27E-05,3.69E-05,PLAGL1,NS,-0.515029487,4.432685022,protein_coding
1873.143501,0.700901615,0.070239334,1.22E-23,4.99E-23,PLAGL2,NS,0.700901615,22.30180441,protein_coding
7175.514222,-1.520956094,0.153171837,5.06E-24,2.09E-23,PLAT,Down,-1.520956094,22.67969324,protein_coding
3474.508631,1.698564214,0.123772895,2.42E-43,2.12E-42,PLAU,Up,1.698564214,41.67343318,protein_coding
2317.042937,2.439875398,0.118088608,1.18E-95,5.21E-94,PLAUR,Up,2.439875398,93.28343389,protein_coding
311.3793052,-0.05713543,0.113653237,0.611511132,0.642569963,PLB1,NS,-0.05713543,0.19207958,protein_coding
2125.020392,0.219184339,0.089282774,0.015934878,0.020527033,PLBD1,NS,0.219184339,1.687673812,protein_coding
6022.402111,0.027845192,0.076650798,0.7595497,0.781679741,PLBD2,NS,0.027845192,0.106971144,protein_coding
1645.777257,-0.590488707,0.140068286,1.69E-05,2.77E-05,PLCB1,NS,-0.590488707,4.557941724,protein_coding
960.1492634,0.582508647,0.108875181,7.20E-08,1.36E-07,PLCB2,NS,0.582508647,6.865761049,protein_coding
2633.722073,1.027704625,0.076212343,7.25E-42,6.02E-41,PLCB3,Up,1.027704625,40.22059329,protein_coding
1617.978275,0.386970088,0.104936428,0.000230949,0.000348343,PLCB4,NS,0.386970088,3.457993324,protein_coding
1390.649354,-0.211595792,0.113811283,0.052748284,0.064570482,PLCD1,NS,-0.211595792,1.189965973,protein_coding
2146.589527,-1.029557098,0.109476575,1.37E-21,5.11E-21,PLCD3,Down,-1.029557098,20.29134953,protein_coding
63.23649546,-2.317652235,0.177006948,1.25E-22,4.91E-22,PLCD4,Down,-2.317652235,21.30918775,protein_coding
1322.800232,-0.014854496,0.114121781,0.850899166,0.865493353,PLCE1,NS,-0.014854496,0.062736263,protein_coding
5339.761636,0.284496905,0.070941145,7.46E-05,0.000116959,PLCG1,NS,0.284496905,3.931965367,protein_coding
2708.714386,0.415827224,0.114244979,0.000285817,0.000427824,PLCG2,NS,0.415827224,3.368734893,protein_coding
1109.403278,1.850820166,0.172823091,1.80E-27,8.54E-27,PLCH1,Up,1.850820166,26.06847026,protein_coding
788.7872629,-1.261717246,0.203045285,1.91E-10,4.20E-10,PLCH2,Down,-1.261717246,9.377083752,protein_coding
663.7355715,-1.199868673,0.137427551,1.03E-18,3.39E-18,PLCL1,Down,-1.199868673,17.46949382,protein_coding
830.7194878,-0.748843307,0.126294789,2.03E-09,4.21E-09,PLCL2,NS,-0.748843307,8.375871267,protein_coding
1254.501256,0.547921485,0.107839464,3.92E-07,7.11E-07,PLCXD1,NS,0.547921485,6.148278501,protein_coding
99.94565511,0.601889695,0.129169975,2.51E-06,4.33E-06,PLCXD2,NS,0.601889695,5.363703823,protein_coding
229.9471953,-2.155388072,0.263325931,4.19E-17,1.29E-16,PLCXD3,Down,-2.155388072,15.89084244,protein_coding
21.82871241,-2.536119661,0.278067847,9.65E-21,3.48E-20,PLCZ1,Down,-2.536119661,19.45798999,protein_coding
1849.754002,-0.302876175,0.102000362,0.002126696,0.002970345,PLD1,NS,-0.302876175,2.527193054,protein_coding
2609.326107,-0.200313726,0.071124827,0.00471327,0.006394743,PLD2,NS,-0.200313726,2.194176904,protein_coding
14228.95042,0.544950128,0.099640542,5.49E-08,1.05E-07,PLD3,NS,0.544950128,6.979966559,protein_coding
316.7082068,0.257441275,0.182170336,0.150919434,0.174723708,PLD4,NS,0.257441275,0.757648161,protein_coding
63.94855913,-0.591475409,0.257714275,4.88E-05,7.75E-05,PLD5,NS,-0.591475409,4.1108448,protein_coding
21.40079981,-0.812818108,0.170673079,1.21E-06,2.13E-06,PLD5P1,NS,-0.812818108,5.672055881,protein_coding
256.576075,0.083562854,0.106338316,0.427333359,0.46184747,PLD6,NS,0.083562854,0.335501431,protein_coding
22273.70889,0.47968211,0.096429368,2.96E-07,5.42E-07,PLEC,NS,0.47968211,6.26562318,protein_coding
1853.20639,0.782340093,0.139998854,1.56E-08,3.07E-08,PLEK,NS,0.782340093,7.513382698,protein_coding
395.1606726,2.380437227,0.156029889,2.32E-27,1.09E-26,PLEK2,Up,2.380437227,25.96186387,protein_coding
2835.135204,0.272729262,0.082342506,0.001190451,0.001699888,PLEKHA1,NS,0.272729262,2.769579701,protein_coding
2132.70582,-0.148627147,0.076058603,0.037187885,0.04624119,PLEKHA2,NS,-0.148627147,1.334970999,protein_coding
1338.831909,-0.131638512,0.060937023,0.030381289,0.038106675,PLEKHA3,NS,-0.131638512,1.418998938,protein_coding
2824.085195,-0.635872452,0.131718719,9.12E-07,1.62E-06,PLEKHA4,NS,-0.635872452,5.790828901,protein_coding
2398.303548,-0.112660279,0.091971122,0.183706551,0.210452982,PLEKHA5,NS,-0.112660279,0.676844915,protein_coding
4275.802643,-0.005493358,0.151954651,0.995510791,0.996135658,PLEKHA6,NS,-0.005493358,0.001681513,protein_coding
1968.572775,-0.133421173,0.090683339,0.12799978,0.149448818,PLEKHA7,NS,-0.133421173,0.825507517,protein_coding
1150.033801,0.677955469,0.078235408,3.12E-18,1.01E-17,PLEKHA8,NS,0.677955469,16.99647793,protein_coding
2458.510682,1.443935889,0.178539871,1.49E-16,4.43E-16,PLEKHB1,Up,1.443935889,15.35325745,protein_coding
5924.870468,0.27766602,0.056153714,9.80E-07,1.74E-06,PLEKHB2,NS,0.27766602,5.760622751,protein_coding
56.69054192,-0.226132923,0.225610526,0.300350112,0.333146046,PLEKHD1,NS,-0.226132923,0.477365337,protein_coding
1020.653583,0.495678521,0.137205687,0.000262372,0.000394143,PLEKHF1,NS,0.495678521,3.404345965,protein_coding
2507.213694,0.000112376,0.089294038,0.92462247,0.932889998,PLEKHF2,NS,0.000112376,0.030169563,protein_coding
2483.412358,0.335189595,0.096915419,0.000505464,0.000743173,PLEKHG1,NS,0.335189595,3.128910295,protein_coding
2103.479771,0.805043131,0.095087903,2.22E-17,6.90E-17,PLEKHG2,NS,0.805043131,16.16117871,protein_coding
2414.41339,0.004133191,0.07377169,0.973447027,0.976722264,PLEKHG3,NS,0.004133191,0.010228913,protein_coding
1488.063035,0.150540305,0.128382583,0.23961596,0.269866909,PLEKHG4,NS,0.150540305,0.568850365,protein_coding
1880.836815,1.633397498,0.175530354,3.79E-21,1.39E-20,PLEKHG4B,Up,1.633397498,19.85568396,protein_coding
1293.06736,-0.55749803,0.109154381,2.56E-07,4.71E-07,PLEKHG5,NS,-0.55749803,6.327395755,protein_coding
1482.654276,-0.041118491,0.145882694,0.753764082,0.776261727,PLEKHG6,NS,-0.041118491,0.109991826,protein_coding
13.1827979,1.237041043,0.267381602,0.095938452,0.113816503,PLEKHG7,NS,1.237041043,0.943794761,protein_coding
833.1456732,-0.314239227,0.130096194,0.01423433,0.018431961,PLEKHH1,NS,-0.314239227,1.734428451,protein_coding
1055.364667,-1.543135834,0.148483455,4.71E-35,3.00E-34,PLEKHH2,Down,-1.543135834,33.52355741,protein_coding
1743.972993,-0.028761248,0.100409486,0.722572574,0.747495044,PLEKHH3,NS,-0.028761248,0.126391683,protein_coding
1862.849774,0.850002406,0.092561392,4.44E-20,1.56E-19,PLEKHJ1,NS,0.850002406,18.8075853,protein_coding
1774.206002,-0.687976437,0.060763181,1.50E-29,7.75E-29,PLEKHM1,NS,-0.687976437,28.11059804,protein_coding
4111.79582,0.244402545,0.069135748,0.000421299,0.000623246,PLEKHM2,NS,0.244402545,3.205340639,protein_coding
1627.900425,-1.094452319,0.096877722,7.63E-30,3.98E-29,PLEKHM3,Down,-1.094452319,28.40043927,protein_coding
261.2754749,1.590152745,0.17082591,3.22E-21,1.19E-20,PLEKHN1,Up,1.590152745,19.92503788,protein_coding
3130.490793,1.354500198,0.098003346,1.27E-43,1.13E-42,PLEKHO1,Up,1.354500198,41.94671677,protein_coding
2935.787529,-0.169907947,0.101001544,0.084040162,0.100310961,PLEKHO2,NS,-0.169907947,0.99865161,protein_coding
3000.629065,-0.271923572,0.215900385,0.203743725,0.232006887,PLEKHS1,NS,-0.271923572,0.634499123,protein_coding
10.39834084,-0.710877115,0.152135757,1.88E-06,3.27E-06,PLGLB1,NS,-0.710877115,5.485370871,protein_coding
1269.933313,0.33263969,0.080385153,3.29E-05,5.28E-05,PLGRKT,NS,0.33263969,4.277676965,protein_coding
33975.2806,-6.236734565,0.284789662,1.54E-107,9.22E-106,PLIN1,Down,-6.236734565,105.0351749,protein_coding
6863.833721,-0.108834583,0.116762841,0.337688867,0.371384811,PLIN2,NS,-0.108834583,0.430175862,protein_coding
2967.468464,0.563431386,0.081627554,8.16E-12,1.93E-11,PLIN3,NS,0.563431386,10.71551964,protein_coding
60965.45363,-5.808929344,0.276164063,2.07E-99,9.91E-98,PLIN4,Down,-5.808929344,97.00409324,protein_coding
479.3269956,-2.965564015,0.219912948,1.96E-42,1.66E-41,PLIN5,Down,-2.965564015,40.78046321,protein_coding
1634.879037,4.460787516,0.119066257,0,0,PLK1,Up,4.460787516,285.5907376,protein_coding
6688.791103,-0.440454148,0.123345215,0.00036791,0.000546674,PLK2,NS,-0.440454148,3.262271866,protein_coding
1261.251696,-0.682481403,0.111433141,5.96E-10,1.27E-09,PLK3,NS,-0.682481403,8.895423743,protein_coding
654.925708,2.400490737,0.09229738,3.79E-150,4.71E-148,PLK4,Up,2.400490737,147.3271808,protein_coding
9.008558836,-0.632012285,0.244391598,0.007048459,0.009413127,PLK5,NS,-0.632012285,2.026266073,protein_coding
644.2944892,-0.946813122,0.113541993,3.18E-17,9.82E-17,PLLP,NS,-0.946813122,16.00794799,protein_coding
453.8068806,-2.988922017,0.179124322,3.96E-35,2.53E-34,PLN,Down,-2.988922017,33.59753406,protein_coding
16067.23029,1.743487053,0.100286539,7.10E-69,1.50E-67,PLOD1,Up,1.743487053,66.82452227,protein_coding
6454.279282,0.57183848,0.144117852,6.62E-05,0.000104074,PLOD2,NS,0.57183848,3.982659724,protein_coding
5587.940347,1.531259631,0.091623474,3.19E-63,5.61E-62,PLOD3,Up,1.531259631,61.25065293,protein_coding
381.2324816,0.500279637,0.26035608,0.051319886,0.062892017,PLP1,NS,0.500279637,1.201404478,protein_coding
4471.930607,0.859306199,0.097837881,9.66E-19,3.20E-18,PLP2,NS,0.859306199,17.49506311,protein_coding
3397.143446,-0.062152769,0.082647478,0.376504426,0.410955811,PLPBP,NS,-0.062152769,0.386204874,protein_coding
2721.393161,-1.929859355,0.111554245,4.66E-68,9.55E-67,PLPP1,Down,-1.929859355,66.01996199,protein_coding
4875.452812,1.249383871,0.139831534,2.47E-19,8.40E-19,PLPP2,Up,1.249383871,18.07597,protein_coding
6494.04548,-1.714252095,0.102219608,2.23E-64,4.06E-63,PLPP3,Down,-1.714252095,62.39167613,protein_coding
203.8798154,4.552804637,0.206909397,2.45E-108,1.50E-106,PLPP4,Up,4.552804637,105.8244671,protein_coding
2203.779732,0.513168008,0.084879211,1.70E-09,3.54E-09,PLPP5,NS,0.513168008,8.45061565,protein_coding
789.6935558,0.007194628,0.075883912,0.916338637,0.925158108,PLPP6,NS,0.007194628,0.033784041,protein_coding
233.1296915,-1.638305077,0.14622276,2.69E-14,7.20E-14,PLPP7,Down,-1.638305077,13.14272023,protein_coding
84.97435162,-2.150555607,0.24106313,7.45E-20,2.59E-19,PLPPR1,Down,-2.150555607,18.58649826,protein_coding
1588.674208,0.355926941,0.090980634,8.36E-05,0.00013042,PLPPR2,NS,0.355926941,3.884655525,protein_coding
126.5921059,0.259234124,0.262625667,0.30500214,0.337875168,PLPPR3,NS,0.259234124,0.471243725,protein_coding
296.625609,-0.794814388,0.136549948,3.73E-09,7.62E-09,PLPPR4,NS,-0.794814388,8.117967472,protein_coding
3650.840992,0.084282105,0.057230065,0.120431689,0.141117682,PLRG1,NS,0.084282105,0.850418565,protein_coding
616.1193762,0.422784679,0.150689849,0.004782453,0.006486499,PLS1,NS,0.422784679,2.187989626,protein_coding
12329.52028,-0.155867152,0.100897302,0.101293659,0.11984273,PLS3,NS,-0.155867152,0.921388306,protein_coding
3851.23467,0.835669405,0.095228854,1.68E-18,5.49E-18,PLSCR1,NS,0.835669405,17.26010973,protein_coding
17.61924718,1.830251167,0.170327664,1.74E-27,8.23E-27,PLSCR2,Up,1.830251167,26.08464027,protein_coding
2981.044067,-2.240837326,0.123723418,3.87E-74,9.58E-73,PLSCR4,Down,-2.240837326,72.01869298,protein_coding
7631.995731,-0.336527614,0.137982731,1.74E-05,2.86E-05,PLTP,NS,-0.336527614,4.544308501,protein_coding
8502.38481,-0.770721969,0.125572153,4.43E-10,9.52E-10,PLVAP,NS,-0.770721969,9.021397319,protein_coding
1317.248689,-0.352786284,0.11878527,5.61E-07,1.01E-06,PLXDC1,NS,-0.352786284,5.996025209,protein_coding
9940.420441,-0.200479784,0.097771054,0.028189291,0.035487362,PLXDC2,NS,-0.200479784,1.449926281,protein_coding
5680.082282,0.619018908,0.077287412,9.36E-16,2.68E-15,PLXNA1,NS,0.619018908,14.57128538,protein_coding
2217.288807,0.378564392,0.129674641,0.003450507,0.00474314,PLXNA2,NS,0.378564392,2.323934044,protein_coding
2990.996969,1.048047417,0.066892443,1.03E-54,1.35E-53,PLXNA3,Up,1.048047417,52.86838648,protein_coding
3193.745527,-3.229849771,0.205530025,1.36E-56,1.90E-55,PLXNA4,Down,-3.229849771,54.72067822,protein_coding
5513.723264,-0.139443984,0.085976161,0.084486251,0.10080883,PLXNB1,NS,-0.139443984,0.996501425,protein_coding
17900.582,0.468964254,0.079545917,5.14E-09,1.04E-08,PLXNB2,NS,0.468964254,7.983014347,protein_coding
949.9273194,0.68738348,0.125090734,3.37E-08,6.51E-08,PLXNB3,NS,0.68738348,7.186369616,protein_coding
1658.306095,0.306411708,0.103182461,0.003239158,0.004466144,PLXNC1,NS,0.306411708,2.350067258,protein_coding
9658.712151,-0.255062208,0.103172199,0.00955678,0.012616061,PLXND1,NS,-0.255062208,1.899076218,protein_coding
28.82001554,-0.945538079,0.180159464,1.74E-17,5.45E-17,PM20D1,NS,-0.945538079,16.26388425,protein_coding
1957.344337,0.591430054,0.119728046,7.62E-07,1.36E-06,PM20D2,NS,0.591430054,5.867006883,protein_coding
587.041967,1.43691778,0.130015651,7.82E-29,3.92E-28,PMAIP1,Up,1.43691778,27.40624971,protein_coding
272.3193072,-2.021357098,0.17831066,1.56E-30,8.33E-30,PMEL,Down,-2.021357098,29.07913038,protein_coding
9507.231388,0.273569002,0.129541778,0.043777411,0.054038995,PMEPA1,NS,0.273569002,1.267292737,protein_coding
935.0677911,1.060431047,0.075104537,1.42E-45,1.35E-44,PMF1,Up,1.060431047,43.86954468,protein_coding
32.23251758,0.811828233,0.123063021,2.53E-11,5.82E-11,PMFBP1,NS,0.811828233,10.23478588,protein_coding
5862.52264,0.473384479,0.076505906,5.52E-10,1.18E-09,PML,NS,0.473384479,8.928184976,protein_coding
1127.002199,-0.192844732,0.106959999,0.069283824,0.083596314,PMM1,NS,-0.192844732,1.077812873,protein_coding
585.548739,0.944526624,0.076034514,1.01E-35,6.57E-35,PMM2,NS,0.944526624,34.18248836,protein_coding
11.09715447,0.725520382,0.299097229,0.057087997,0.069580892,PMP2,NS,0.725520382,1.157510005,protein_coding
9230.220291,-0.867747314,0.113995253,1.51E-14,4.09E-14,PMP22,NS,-0.867747314,13.38806046,protein_coding
2812.385006,0.490699908,0.066940332,7.65E-14,2.00E-13,PMPCA,NS,0.490699908,12.69900509,protein_coding
3741.934408,-0.096547665,0.051464945,0.059301447,0.072160753,PMPCB,NS,-0.096547665,1.141698944,protein_coding
1111.281633,0.153602838,0.060825358,0.011404814,0.014924491,PMS1,NS,0.153602838,1.826100458,protein_coding
906.3621556,0.033250013,0.065643223,0.622855621,0.653438089,PMS2,NS,0.033250013,0.184795554,protein_coding
2827.291115,0.726576615,0.099619705,2.64E-13,6.70E-13,PMVK,NS,0.726576615,12.17364153,protein_coding
72.65465547,2.18675658,0.190562081,2.35E-31,1.30E-30,PNCK,Up,2.18675658,29.88641625,protein_coding
6219.46264,-0.404524819,0.069583045,5.30E-09,1.07E-08,PNISR,NS,-0.404524819,7.969456179,protein_coding
2935.000147,1.023876773,0.079540373,8.45E-38,6.02E-37,PNKD,Up,1.023876773,36.22043687,protein_coding
1320.284875,0.682987367,0.079964654,9.86E-18,3.11E-17,PNKP,NS,0.682987367,16.50685117,protein_coding
65.56382123,2.240020691,0.267559831,4.75E-05,7.55E-05,PNLDC1,Up,2.240020691,4.122148216,protein_coding
25.67872582,0.228525942,0.422347614,0.157580004,0.182094477,PNLIPRP3,NS,0.228525942,0.739703227,protein_coding
2678.670763,-0.413830338,0.07174137,7.33E-09,1.47E-08,PNMA1,NS,-0.413830338,7.83268745,protein_coding
258.1789953,-1.008840716,0.126160288,6.57E-16,1.90E-15,PNMA2,Down,-1.008840716,14.72177258,protein_coding
146.713196,2.383647594,0.18946616,3.42E-37,2.37E-36,PNMA3,Up,2.383647594,35.62539393,protein_coding
86.95983278,0.819509059,0.178992124,2.92E-06,5.02E-06,PNMA6A,NS,0.819509059,5.299083077,protein_coding
1548.037404,0.53855005,0.160540505,0.000658906,0.00095965,PNMA8A,NS,0.53855005,3.017887124,protein_coding
248.2004533,-0.752279383,0.156999741,1.03E-06,1.82E-06,PNMA8B,NS,-0.752279383,5.739692649,protein_coding
78.08912061,-2.690014065,0.276934289,3.26E-23,1.31E-22,PNMA8C,Down,-2.690014065,21.88269193,protein_coding
50.51141294,-2.005046173,0.230988191,6.19E-09,1.25E-08,PNMT,Down,-2.005046173,7.904307424,protein_coding
5652.893971,0.258375636,0.057573411,8.55E-06,1.43E-05,PNN,NS,0.258375636,4.844838573,protein_coding
1619.013295,0.939900221,0.057289792,8.82E-61,1.44E-59,PNO1,NS,0.939900221,58.84288615,protein_coding
36.09184625,2.077896329,0.22424541,3.31E-21,1.22E-20,PNOC,Up,2.077896329,19.91376884,protein_coding
1756.894018,1.611655669,0.088515754,2.66E-74,6.63E-73,PNP,Up,1.611655669,72.17866337,protein_coding
7.163627059,2.858225161,0.17417189,5.03E-29,2.54E-28,PNPLA1,Up,2.858225161,27.59497275,protein_coding
10707.13781,-2.437686299,0.137670204,6.49E-72,1.49E-70,PNPLA2,Down,-2.437686299,69.82827219,protein_coding
163.7206168,1.509689285,0.21968208,1.79E-12,4.37E-12,PNPLA3,Up,1.509689285,11.35993188,protein_coding
1326.739676,-0.839228603,0.096460569,2.02E-18,6.60E-18,PNPLA4,NS,-0.839228603,17.1802833,protein_coding
2906.96817,0.630094548,0.081492511,1.67E-14,4.52E-14,PNPLA6,NS,0.630094548,13.34456413,protein_coding
1005.646766,-1.811851689,0.131623655,8.47E-44,7.56E-43,PNPLA7,Down,-1.811851689,42.12157279,protein_coding
2602.339004,-0.178051536,0.063726595,0.004849077,0.006571311,PNPLA8,NS,-0.178051536,2.182347984,protein_coding
1063.823934,-0.017898067,0.076415266,0.809309053,0.827828621,PNPO,NS,-0.017898067,0.082059563,protein_coding
2584.992199,0.959147829,0.066250559,8.79E-48,9.07E-47,PNPT1,NS,0.959147829,46.04216966,protein_coding
7498.94021,-0.231369978,0.072882219,0.000900977,0.001298977,PNRC1,NS,-0.231369978,2.886398464,protein_coding
4703.830976,-0.313015959,0.046852053,2.24E-11,5.16E-11,PNRC2,NS,-0.313015959,10.28700975,protein_coding
569.2132768,2.432687396,0.088140037,1.72E-168,2.83E-166,POC1A,Up,2.432687396,165.5481147,protein_coding
1046.67531,-0.032843507,0.066429543,0.606225327,0.637464925,POC1B,NS,-0.032843507,0.195543706,protein_coding
564.0679654,-0.258590548,0.054178803,1.72E-06,3.00E-06,POC5,NS,-0.258590548,5.52237234,protein_coding
3818.773559,-2.261232033,0.155137042,2.80E-49,3.05E-48,PODN,Down,-2.261232033,47.51542528,protein_coding
517.8859578,0.74405024,0.159987108,2.39E-06,4.12E-06,PODNL1,NS,0.74405024,5.384800334,protein_coding
11618.2746,0.047319368,0.103451987,0.680495378,0.708107323,PODXL,NS,0.047319368,0.149900914,protein_coding
2517.711482,2.155028335,0.125811492,3.51E-66,6.75E-65,PODXL2,Up,2.155028335,64.17048134,protein_coding
384.8631579,-0.741305549,0.223232548,0.000594305,0.000868715,POF1B,NS,-0.741305549,3.061122616,protein_coding
5153.200436,0.123269646,0.056701216,0.032990885,0.041258371,POFUT1,NS,0.123269646,1.384487921,protein_coding
1455.193401,0.421436719,0.067578437,5.30E-10,1.14E-09,POFUT2,NS,0.421436719,8.944795625,protein_coding
6837.622286,1.280277553,0.068910341,6.50E-76,1.70E-74,POGK,Up,1.280277553,73.76902133,protein_coding
1308.650798,0.072611157,0.055471639,0.187975192,0.215107014,POGLUT1,NS,0.072611157,0.667345429,protein_coding
531.322841,1.004768895,0.085458737,3.41E-32,1.94E-31,POGLUT2,Up,1.004768895,30.71126966,protein_coding
3379.383291,-0.333694021,0.092473299,0.000280403,0.000420142,POGLUT3,NS,-0.333694021,3.376603945,protein_coding
7459.281424,0.388954647,0.062840397,6.71E-10,1.43E-09,POGZ,NS,0.388954647,8.845131332,protein_coding
1729.439553,0.556292647,0.070017176,2.23E-15,6.27E-15,POLA1,NS,0.556292647,14.20288493,protein_coding
300.6608019,1.597687913,0.089172205,1.95E-72,4.54E-71,POLA2,Up,1.597687913,70.34307731,protein_coding
1685.091245,0.906292658,0.093049952,1.90E-22,7.38E-22,POLB,NS,0.906292658,21.13167449,protein_coding
1309.562566,1.58704324,0.088558584,1.92E-72,4.46E-71,POLD1,Up,1.58704324,70.35050546,protein_coding
